file,emotion,text,speaker
../dataset/IEMOCAP/wav/Ses01F_impro02_F018.wav,e0,AND YOUR MOTHER IS CLOSE BY .,01F
../dataset/IEMOCAP/wav/Ses01F_impro02_F019.wav,e3,I'LL SEND YOU LOTS OF LETTERS .,01F
../dataset/IEMOCAP/wav/Ses01F_impro02_F020.wav,e3,AND I WANT LOTS AND LOTS AND LOTS OF PICTURES .,01F
../dataset/IEMOCAP/wav/Ses01F_impro02_M001.wav,e3,I DON'T UNDERSTAND YOU'VE ALREADY DONE SO MUCH I DON'T KNOW WHY DO YOU HAVE TO GO BACK .,01F
../dataset/IEMOCAP/wav/Ses01F_impro02_M005.wav,e3,I DON'T KNOW HOW YOU CAN BE OKAY WITH THIS I DON'T KNOW WHY YOU'RE NOT . YOU'RE FINE WITH IT .,01F
../dataset/IEMOCAP/wav/Ses01F_impro02_M009.wav,e3,I JUST DON'T SEE WHY IT HAS TO BE YOU .,01F
../dataset/IEMOCAP/wav/Ses01F_impro02_M010.wav,e3,WHAT AM I GOING TO DO HUH .,01F
../dataset/IEMOCAP/wav/Ses01F_impro02_M011.wav,e3,YEAH .,01F
../dataset/IEMOCAP/wav/Ses01F_impro02_M012.wav,e0,DON'T YOU GUYS HAVE ACCESS TO COMPUTERS OVER THERE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro02_M013.wav,e3,I JUST DON'T KNOW HOW I'M GOING TO DO IT WITHOUT YOU .,01F
../dataset/IEMOCAP/wav/Ses01F_impro02_M014.wav,e3,I CAN'T RAISE A BABY BY MYSELF . HOW .,01F
../dataset/IEMOCAP/wav/Ses01F_impro02_M015.wav,e0,I KNOW .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_F000.wav,e1,WELL . VEGAS WAS AWESOME .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_F001.wav,e1,AND UM I GOT MARRIED .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_F002.wav,e1,YEAH  IN THE OLD TOWN PART .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_F004.wav,e1,UM . YES . IT  WAS VERY ROMANTIC .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_F005.wav,e1,IT WAS AT THE SLOT MACHINES .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_F006.wav,e1,UHUH UHUH HE WON BIG AND HE AND HE REALIZED THAT THE ONLY THING THAT WOULD MAKE IT BETTER WAS  ME AS HIS BRIDE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_F008.wav,e1,YEAH . WELL . YOU KNOW BECAUSE HE'S LEAVING THE NEXT DAY .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_F009.wav,e1,BUT WE'RE GOING TO HAVE A HONEYMOON CRUISE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_F010.wav,e1,OH . I HADN'T EVEN THOUGHT ABOUT THAT .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_F012.wav,e1,OH TOTALLY .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_F013.wav,e1,I GUESS I'LL I GUESS I'LL HAVE AN INTERNET HUSBAND  {LG} .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_F015.wav,e1,YEAH . SO . {LG} . HE'S CALLING ME NOW .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_F016.wav,e1,HE LIKES TO KEEP TABS . YOU KNOW .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_F017.wav,e0,UH . I  THINK SEVEN HUNDRED AND FIFTY DOLLARS .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_F018.wav,e0,PENNY SLOTS  THAT'S WHAT HE PLAYS .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_F019.wav,e0,YEAH .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_F021.wav,e1,YEAH . WE PLAYED WHEEL OF FORTUNE PENNIES . IT'S LIKE A GIANT THING WITH LIKE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_F022.wav,e0,FIFTY BUCKS MMHMM .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_F023.wav,e0,YEAH .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_F024.wav,e1,WELL SO NOW WE'RE MARRIED  WE  HAVE CAT CHILDREN .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_F025.wav,e1,WE RENAMED BRENDA  LUMBER JANET .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_F026.wav,e1,SHE NEEDS A NEW NAME EACH STATE THAT WE GO INTO  {LG} .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_M000.wav,e0,SO WHAT'S UP WHAT'S NEW .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_M001.wav,e0,YEAH I HEARD .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_M003.wav,e1,WHO DID YOU  MARRY .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_M006.wav,e0,HE TURNED TO YOU AND WAS LIKE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_M007.wav,e1,{LG} THAT'S REALLY ROMANTIC .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_M008.wav,e0,YEAH .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_M009.wav,e0,DOES THAT MEAN THAT YOU'RE GOING TO GET CITIZENSHIP TOO IN . IN ENGLAND OR  WHATEVER .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_M011.wav,e0,YEAH BUT HE'LL HAVE LIKE A LONG VISA . CAN YOU GO VISIT THEN FOR A LONG TIME .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_M013.wav,e1,LIKE YOU NEED ANOTHER ONE OF THOSE {LG} .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_M014.wav,e1,IS . THAT . YOUR PHONE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_M015.wav,e1,HE LOVES YOU .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_M016.wav,e0,HOW MUCH DID HE WIN AT THE SLOT .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_M019.wav,e0,I'M A BIG FAN OF THE WHEEL OF FORTUNE QUARTERS  BUT IT JUST COSTS SO MUCH  I DON'T KNOW .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_M020.wav,e0,BUT THE PENNIES ALWAYS GET YOU BECAUSE YOU END UP SPENDING LIKE YOU KNOW . FIFTY BUCKS .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_M021.wav,e0,LIKE WAIT BUT IT'S JUST PENNIES YOU'RE LIKE WAIT A MINUTE I'M ON TO YOU .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_M022.wav,e1,AWESOME .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_M023.wav,e1,{LG} CAT BABIES .,01F
../dataset/IEMOCAP/wav/Ses01F_impro03_M024.wav,e0,THAT'S FAIR ENOUGH .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_F000.wav,e0,UH WHAT . CRAIG'S LIST OH THE INTERNET THING .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_F001.wav,e0,I DON'T KNOW ISN'T THAT THAT'S ALL LIKE  ESCORT SERVICES AND THINGS LIKE THAT .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_F005.wav,e0,HE JUST .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_F006.wav,e0,YOU KNOW WHAT I HEARD ABOUT THAT JOB I APPLIED FOR THAT .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_F009.wav,e0,YEAH .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_F013.wav,e0,I JUST I MEAN I CALL PEOPLE UP AND I TELL THEM WHAT I'M GOOD AT .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_F014.wav,e0,YEAH .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_F028.wav,e2,I'M NOT FRUSTRATED .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_F029.wav,e2,WHO DO YOU THINK YOU ARE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_F030.wav,e2,YOU ARE SO HIGH AND MIGHTY I JUST .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_F031.wav,e2,OH I'M SAVING THE ENVIRONMENT I'M RIDING THIS CAR BECAUSE I I WANT TO .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_F032.wav,e2,THE BUS I'M RIDING THE BUS BECAUSE I  WANT TO .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_F033.wav,e2,I CAN NOT YOU ARE NOT HERE BY CHOICE  NOBODY WOULD RIDE THIS BUS BY CHOICE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M000.wav,e0,HAVE YOU TRIED UH CRAIG'S LIST .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M001.wav,e0,YEAH .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M002.wav,e0,NO THERE'S REGULAR JOBS ON THERE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M003.wav,e0,UH HUH .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M004.wav,e0,I'M JUST SAYING I HAVE A FRIEND THAT GOT A GOOD JOB ON IT SO I WAS JUST RECOMMENDING IT .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M005.wav,e0,HE'S LIKE A MANAGER FOR A THEATRE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M006.wav,e0,HE'S LIKE A HOUSE MANAGER YEAH IT'S A GOOD JOB .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M007.wav,e0,YOU DID .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M008.wav,e0,YEAH .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M009.wav,e0,YOU'VE BEEN LOOKING FOR A JOB FOR A LONG TIME THAT WAS A LONG TIME AGO RIGHT .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M010.wav,e0,HMM .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M011.wav,e0,I DON'T KNOW HE HAD A  REALLY GOOD RESUME I GUESS AND .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M012.wav,e0,YEAH DO YOU  HAVE A RESUME .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M013.wav,e0,IT'S KIND OF HELPFUL WHEN GETTING A JOB .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M014.wav,e0,WELL MAYBE WE SHOULD SIT DOWN SOME TIME . AND YOU CAN JUST TELL ME ALL THE STUFF THAT YOU HAVE DONE . AND I'LL WRITE IT OUT .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M015.wav,e0,NO YOU CAN OR YOU CAN JUST BRING IT IN PERSON . BUT THEY NEED GENERALLY SOMETHING TO SEE YOU KNOW WHAT KIND OF WHAT THAT YOU'VE DONE WHAT KIND OF .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M016.wav,e0,YEAH BUT THE PIECE OF PAPER HELPS TOO .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M017.wav,e0,NO BUT IT HAS AN OUTLINE YOU KNOW .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M018.wav,e0,I KNOW . OKAY . WELL UM  MAYBE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M019.wav,e0,YEAH .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M020.wav,e0,OKAY YEAH I WOULD IMAGINE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M021.wav,e0,WELL SOMETIMES YOU HAVE TO DO THINGS THAT YOU DON'T NECESSARILY LIKE . TO DO TO HAVE A JOB  BUT THE JOB AFFORDS YOU . MONEY . YOU WON'T HAVE TO BE TAKING THE BUS RIGHT NOW .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M022.wav,e0,MAYBE GET A CAR .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M023.wav,e0,I . JUST  YOU KNOW  THINK YOU SHOULD  TRY A LITTLE HARDER MAYBE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M024.wav,e0,I DIDN'T SAY THAT .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M025.wav,e0,I AM RIDING THE BUS  BUT BY CHOICE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M026.wav,e0,TO SAVE THE ENVIRONMENT CARPOOL .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M027.wav,e0,YES  ONE LESS CAR AT A TIME .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M028.wav,e0,MMHMM .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M031.wav,e0,I DON'T THINK I'M ANYONE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro04_M032.wav,e0,I I  I . DIDN'T . OKAY .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_F008.wav,e2,FLIGHT SEVEN FOURTEEN .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_F009.wav,e2,AM I GOING TO BE GETTING LIKE FREE TICKETS FREE MILEAGE  WHEN CAN I EXPECT MY BAG HERE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_F011.wav,e2,IS THIS A JOKE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_F012.wav,e2,ARE THERE CANDID CAMERAS IS THIS THAT MOVIE . THERE'S THAT SHOW RIGHT AIRPLANE AIRLINE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_F014.wav,e2,YOU'RE KIDDING ME THIS IS A JOKE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_F015.wav,e2,DO YOU HAVE ANY IDEA . FIFTY DOLLARS THAT'S SUPPOSED TO REPLACE EVERYTHING THAT I HAVE . DO YOU UNDERSTAND HOW MUCH I HAVE PACKED IN THERE  NOT ONLY DOES  IT HAVE SENTIMENTAL VALUE IT CAN'T BE REPLACED LIKE  THAT  IT WAS INCREDIBLY EXPENSIVE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_F016.wav,e2,WE FLEW IN FROM PARIS  I'VE BEEN SHOPPING  FOR THREE WEEKS .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_F017.wav,e2,I DON'T CARE WHAT YOU'RE FREAKING SIGN  SAYS . SOMEBODY SOMEBODY NEEDS TO REPLACE  EVERYTHING I'VE GOT THERE . AND . GIVE ME MONEY FOR MY INCONVENIENCE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_F018.wav,e2,DO YOU UNDERSTAND WHO MY HUSBAND IS .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_F019.wav,e2,IF YOU'RE IF YOU'RE IF YOU'RE LOOKING FOR A LAWSUIT BABY YOU'VE  FOUND IT .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_F020.wav,e2,OH  OH . IT'S A GIFT YOU'RE YOU'RE HELPING ME OUT HERE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_F021.wav,e2,YOU ARE CRUISING FOR A BRUISING YOU ARE IN SO MUCH TROUBLE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_F022.wav,e2,WHO'S IN CHARGE . WHO IS THE PRESIDENT OF JET BLUE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_F023.wav,e2,BECAUSE I PROBABLY KNOW HIM .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_F024.wav,e2,YEAH .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_F025.wav,e2,I DON'T WANT MONEY I WANT MY CLOTHES .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_F026.wav,e2,WHAT'S YOUR NAME .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_F028.wav,e2,OKAY . I'LL DO THAT .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_F029.wav,e2,I DON'T THINK YOU HAVE DONE EVERYTHING YOU COULD DO BECAUSE I DON'T HAVE MY BAG HERE YET .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_F030.wav,e2,A LETTER . I'LL MAKE A PERSONAL PHONE CALL .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M000.wav,e0,HI THANKS FOR WAITING .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M001.wav,e1,CAN I HELP YOU .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M002.wav,e1,UH HUH .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M003.wav,e0,OKAY .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M004.wav,e0,OKAY .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M005.wav,e0,OKAY GREAT I'M . REALLY SORRY THAT YOU . HAD TO DO THAT WHAT'S YOUR LAST NAME LET'S START THERE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M006.wav,e0,OKAY .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M007.wav,e0,ALL RIGHT . OKAY . AND YOU LOST YOUR BAG  IS THAT  THAT THE ISSUE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M008.wav,e0,UH HUH .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M009.wav,e0,YEAH YEAH I . DON'T SEE I  DON'T SEE . ANY .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M010.wav,e0,I DON'T SEE ANY RECORD OF IT AND I  USUALLY WHEN I DON'T SEE A RECORD OF IT THAT MEANS UM .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M011.wav,e0,WE'VE MISTAKENLY LOST YOUR BAGGAGE  WE'RE VERY SORRY . ON . BEHALF OF JET BLUE I WOULD LIKE TO APOLOGIZE FOR ANY INCONVENIENCE  I AM ALLOWED TO ISSUE YOU A FIFTY  DOLLAR  GIFT CARD WHICH YOU CAN USE . ANY  FUTURE FLIGHTS YOU WANT TO TAKE WITH US  I'M VERY SORRY ONCE AGAIN .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M012.wav,e0,FOR SUCH AN INCONVENIENCE AND YOUR BAG  BUT .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M013.wav,e0,YEAH .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M014.wav,e0,NO NO .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M015.wav,e0,NO NO . THIS . IS REAL .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M016.wav,e0,NO I'M JUST GIVING YOU MONEY  THE BAG IS . GONE  IF IT'S NOT HERE I'M  REALLY SORRY THERE IS NOTHING I CAN DO BECAUSE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M017.wav,e0,THIS IS THE ONLY TRACK RECORD THAT WE HAVE AND IF IT'S NOT LISTED HERE THEN IT'S  PROBABLY NOT  ANYWHERE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M019.wav,e0,YES .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M020.wav,e0,I KNOW .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M022.wav,e0,OKAY . CALM .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M023.wav,e0,ACTUALLY WE ARE NOT NECESSARILY LIABLE TO . GIVE . YOU TO . EVEN GIVE YOU THIS FIFTY DOLLARS SO IT'S ACTUALLY IT'S ACTUALLY  REALLY .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M024.wav,e0,WE ARE ACTUALLY NOT EVEN . ALLOWED YOU KNOW LIKE WE DON'T HAVE TO GIVE YOU THIS . FIFTY DOLLARS WE DON'T HAVE TO DO THAT .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M025.wav,e0,IT'S A . GIFT .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M026.wav,e0,YOU KNOW THE AIRLINES CAN NOT BE HELD RESPONSIBLE FOR EVERY . BAG OF LUGGAGE THAT COMES THROUGH  HERE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M027.wav,e0,WITH THE AMOUNT OF .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M028.wav,e0,UM ACTUALLY I DON'T KNOW . I DON'T KNOW . OH REALLY .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M029.wav,e0,WELL THEN MAYBE YOU CAN JUST CALL HIM AND HE CAN . GIVE YOU MORE MONEY  BUT RIGHT NOW ALL I CAN . DO .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M030.wav,e0,RIGHT NOW ALL I CAN DO IS JUST GIVE YOU THIS FIFTY DOLLARS I'M REALLY SORRY .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M031.wav,e0,OH MY NAME IS SEAN . HI .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M034.wav,e0,IF YOU WANT  YOU  CAN WRITE A LETTER I CAN GIVE YOU THE ADDRESS  YES . AN ANGRY .,01F
../dataset/IEMOCAP/wav/Ses01F_impro05_M035.wav,e0,OR YOU CAN MAKE A PHONE CALL BUT I THINK A LETTER MIGHT BE A LITTLE MORE . IN MY IMPRESSION . LETTERS HAVE  MORE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro06_F002.wav,e3,NO .,01F
../dataset/IEMOCAP/wav/Ses01F_impro06_F003.wav,e0,THAT'S  SWEET .,01F
../dataset/IEMOCAP/wav/Ses01F_impro06_F004.wav,e0,THANK YOU .,01F
../dataset/IEMOCAP/wav/Ses01F_impro06_F005.wav,e3,I . WENT TO SEE HER HEADSTONE  A WEEK OR TWO AGO .,01F
../dataset/IEMOCAP/wav/Ses01F_impro06_F006.wav,e3,I USED TO GO TO CEMETERIES A LOT  BEFORE SHE DIED . I JUST YOU . KNOW  I FELT . LIKE THEY WERE URBAN OASIS YOU . KNOW THERE IS ALWAYS  THIS GREEN  IN THE  CITY .,01F
../dataset/IEMOCAP/wav/Ses01F_impro06_F007.wav,e3,SO I WAS LIKE WANDERING  AROUND BEFORE IT . TAKES FOREVER TO FIND HER HEADSTONE . I ALWAYS  LOSE IT . YOU KNOW .,01F
../dataset/IEMOCAP/wav/Ses01F_impro06_F008.wav,e3,SO I WAS LOOKING AT THIS OTHER ONE . AND THERE WAS LIKE A PIECE OF CANDY THERE  AND I  THOUGHT THAT I WOULD  TAKE THE CANDY AND PUT IT ON HER HEADSTONE  AND .,01F
../dataset/IEMOCAP/wav/Ses01F_impro06_F009.wav,e0,THIS WOMAN  CAME  UP  AND  YOU KNOW IT WAS HERS IT . WAS HER . PERSON . THAT WAS THERE .,01F
../dataset/IEMOCAP/wav/Ses01F_impro06_F010.wav,e3,YEAH AND SHE WAS LIKE  THAT'S PATHETIC  I  HOPE YOU ENJOY IT .,01F
../dataset/IEMOCAP/wav/Ses01F_impro06_F011.wav,e3,AND I YOU KNOW I MEAN  I SAID I WAS SORRY AND I . BROUGHT IT BACK  TO HER KIND OF AND I . LIKE . PUT IT ON THE . GROUND AND  SHE WAS . LIKE . NO  IT'S FINE  SHE  WAS LIKE I  WOULD RATHER HAVE HER BACK  HONESTLY .,01F
../dataset/IEMOCAP/wav/Ses01F_impro06_F012.wav,e3,I DON'T KNOW IT JUST  LIKE . I FELT SO BAD BECAUSE . I SHOULDN'T HAVE DONE . IT  I DON'T  KNOW  WHATEVER .,01F
../dataset/IEMOCAP/wav/Ses01F_impro06_F013.wav,e3,I DON'T KNOW .,01F
../dataset/IEMOCAP/wav/Ses01F_impro06_F014.wav,e3,AT THE CEMETERY .,01F
../dataset/IEMOCAP/wav/Ses01F_impro06_F015.wav,e3,COUPLE HOURS .,01F
../dataset/IEMOCAP/wav/Ses01F_impro06_F016.wav,e0,I BROUGHT  I BROUGHT CHUCK WITH ME  HE WENT TO REDLANDS YEAH . FOR THE DAY . WE RAN THROUGH THE SPRINKLERS .,01F
../dataset/IEMOCAP/wav/Ses01F_impro06_F018.wav,e0,YEAH . IT'S . HUGE  REDLANDS IS . AN OLD CITY . SO THEY HAVE LOTS AND LOTS OF STONES .,01F
../dataset/IEMOCAP/wav/Ses01F_impro06_F019.wav,e0,YEAH .,01F
../dataset/IEMOCAP/wav/Ses01F_impro06_F020.wav,e3,IT'S WEIRD WHENEVER I GO BACK TO TOWN  I  THINK OF HER  I MEAN IT'S . LIKE  I MEAN WE GREW UP TOGETHER  AND  SHE DIED WHEN WE WERE TWENTY ONE . AND YEAH SHE HAD . CANCER SHE HAD TWO BRAIN TUMORS .,01F
